DN,objectClass,distinguishedName,instanceType,whenCreated,whenChanged,subRefs,uSNCreated,dSASignature,uSNChanged,name,objectGUID,creationTime,forceLogoff,lockoutDuration,lockOutObservationWindow,lockoutThreshold,maxPwdAge,minPwdAge,minPwdLength,modifiedCountAtLastProm,nextRid,pwdProperties,pwdHistoryLength,objectSid,serverState,uASCompat,modifiedCount,auditingPolicy,nTMixedDomain,rIDManagerReference,fSMORoleOwner,systemFlags,wellKnownObjects,objectCategory,isCriticalSystemObject,gPLink,dSCorePropagationData,otherWellKnownObjects,masteredBy,ms-DS-MachineAccountQuota,msDS-Behavior-Version,msDS-PerUserTrustQuota,msDS-AllUsersTrustQuota,msDS-PerUserTrustTombstonesQuota,msDs-masteredBy,msDS-IsDomainFor,msDS-NcType,dc,cn,description,showInAdvancedViewOnly,ou,msDS-TombstoneQuotaFactor,displayName,flags,versionNumber,gPCFunctionalityVersion,gPCFileSysPath,gPCMachineExtensionNames,ipsecName,ipsecID,ipsecDataType,ipsecData,ipsecISAKMPReference,ipsecNFAReference,ipsecOwnersReference,ipsecNegotiationPolicyReference,ipsecFilterReference,iPSECNegotiationPolicyType,iPSECNegotiationPolicyAction,revision,memberOf,userAccountControl,badPwdCount,codePage,countryCode,badPasswordTime,lastLogoff,lastLogon,logonHours,pwdLastSet,primaryGroupID,adminCount,accountExpires,logonCount,sAMAccountName,sAMAccountType,lastLogonTimestamp,groupType,member,samDomainUpdates,localPolicyFlags,operatingSystem,operatingSystemVersion,serverReferenceBL,dNSHostName,rIDSetReferences,servicePrincipalName,msDS-AdditionalDnsHostName,msDS-SupportedEncryptionTypes,msDS-GenerationId,msDFSR-ComputerReferenceBL,rIDAvailablePool,rIDAllocationPool,rIDPreviousAllocationPool,rIDUsedPool,rIDNextRID,dnsRecord,msDFSR-Flags,msDFSR-ReplicationGroupType,msDFSR-FileFilter,msDFSR-DirectoryFilter,serverReference,msDFSR-ComputerReference,msDFSR-MemberReferenceBL,msDFSR-Version,msDFSR-ReplicationGroupGuid,msDFSR-MemberReference,msDFSR-RootPath,msDFSR-StagingPath,msDFSR-Enabled,msDFSR-Options,msDFSR-ContentSetGuid,msDFSR-ReadOnly,sn,physicalDeliveryOfficeName,telephoneNumber,givenName,department,userPrincipalName,mail
"CN=CORE-ANK,CN=Computers,DC=HAKAN,DC=LOCAL",computer,"CN=CORE-ANK,CN=Computers,DC=HAKAN,DC=LOCAL",4,20221019192408.0Z,20221019192454.0Z,,20496,,20512,CORE-ANK,X'3eb8b2da00482647ab5091483f6db175',,,,,,,,,,,,,X'0105000000000005150000005c675768c2a54f4a5ee931f753040000',,,,,,,,,,"CN=Computer,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",FALSE,,16010101000000.0Z,,,,,,,,,,,,CORE-ANK,,,,,,,,,,,,,,,,,,,,,,,,4096,0,0,0,0,0,133106821250656752,,133106810480087140,515,,9223372036854775807,9,CORE-ANK$,805306369,133106810482803386,,,,0,Windows Server 2019 Datacenter Evaluation,10.0 (17763),,CORE-ANK.HAKAN.LOCAL,,TERMSRV/CORE-ANK;TERMSRV/CORE-ANK.HAKAN.LOCAL;RestrictedKrbHost/CORE-ANK;HOST/CORE-ANK;RestrictedKrbHost/CORE-ANK.HAKAN.LOCAL;HOST/CORE-ANK.HAKAN.LOCAL,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=Windows Virtual Machine,CN=CORE-ANK,CN=Computers,DC=HAKAN,DC=LOCAL",serviceConnectionPoint,"CN=Windows Virtual Machine,CN=CORE-ANK,CN=Computers,DC=HAKAN,DC=LOCAL",4,20221019192451.0Z,20221019192451.0Z,,20507,,20507,Windows Virtual Machine,X'3b910e56e6b03d44b01d6919cc57a50b',,,,,,,,,,,,,,,,,,,,,,,"CN=Service-Connection-Point,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,16010101000000.0Z,,,,,,,,,,,,Windows Virtual Machine,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OU=Ankara,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",organizationalUnit,"OU=Ankara,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",4,20221021173932.0Z,20221021182825.0Z,,28696,,28716,Ankara,X'37e954217fa6824baedb48913b7962bb',,,,,,,,,,,,,,,,,,,,,,,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,20221021182825.0Z;20221021182809.0Z;16010101000000.0Z,,,,,,,,,,,,,,,Ankara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OU=IT,OU=Ankara,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",organizationalUnit,"OU=IT,OU=Ankara,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",4,20221021182248.0Z,20221021182248.0Z,,28711,,28711,IT,X'be53c62b97b7f4499007ce2c320ed2eb',,,,,,,,,,,,,,,,,,,,,,,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,20221021182825.0Z;16010101000002.0Z,,,,,,,,,,,,,,,IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OU=Kullanicilar,DC=HAKAN,DC=LOCAL",organizationalUnit,"OU=Kullanicilar,DC=HAKAN,DC=LOCAL",4,20221021182809.0Z,20221021182809.0Z,,28713,,28714,Kullanicilar,X'b493d8515b298d47962d7e23eb63e0e4',,,,,,,,,,,,,,,,,,,,,,,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,20221021182809.0Z;20221021182809.0Z;16010101000000.0Z,,,,,,,,,,,,,,,Kullanicilar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OU=IK,OU=Ankara,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",organizationalUnit,"OU=IK,OU=Ankara,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",4,20221021183103.0Z,20221021183103.0Z,,28717,,28717,IK,X'4d37a55255e72644b25dabefbd7d389d',,,,,,,,,,,,,,,,,,,,,,,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,16010101000000.0Z,,,,,,,,,,,,,,,IK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OU=Lojistik,OU=Ankara,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",organizationalUnit,"OU=Lojistik,OU=Ankara,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",4,20221021183552.0Z,20221021183552.0Z,,28718,,28718,Lojistik,X'062a350dd9164f43ab47533f42b6890d',,,,,,,,,,,,,,,,,,,,,,,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,16010101000000.0Z,,,,,,,,,,,,,,,Lojistik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",organizationalUnit,"OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",4,20221021184025.0Z,20221021184025.0Z,,28726,,28726,Istanbul,X'd07a059da99bf34da0e45adab3538ea6',,,,,,,,,,,,,,,,,,,,,,,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,16010101000000.0Z,,,,,,,,,,,,,,,Istanbul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OU=Satis,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",organizationalUnit,"OU=Satis,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",4,20221021184025.0Z,20221021184025.0Z,,28727,,28727,Satis,X'acee5d571e59f046b49bc9d6d25d0fe7',,,,,,,,,,,,,,,,,,,,,,,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,16010101000000.0Z,,,,,,,,,,,,,,,Satis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OU=Finans,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",organizationalUnit,"OU=Finans,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",4,20221021184026.0Z,20221021184026.0Z,,28728,,28728,Finans,X'4a7097850402ad4fa71ba7afe61096c5',,,,,,,,,,,,,,,,,,,,,,,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,16010101000000.0Z,,,,,,,,,,,,,,,Finans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OU=Muhasebe,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",organizationalUnit,"OU=Muhasebe,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",4,20221021184028.0Z,20221021184028.0Z,,28729,,28729,Muhasebe,X'c7d6ef7ff1b7144493daa6f597e3b453',,,,,,,,,,,,,,,,,,,,,,,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,16010101000000.0Z,,,,,,,,,,,,,,,Muhasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OU=Makineler,DC=HAKAN,DC=LOCAL",organizationalUnit,"OU=Makineler,DC=HAKAN,DC=LOCAL",4,20221021184309.0Z,20221021184309.0Z,,28730,,28730,Makineler,X'158b307f75c82348b498d086f05c8c67',,,,,,,,,,,,,,,,,,,,,,,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,16010101000000.0Z,,,,,,,,,,,,,,,Makineler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OU=Ankara,OU=Makineler,DC=HAKAN,DC=LOCAL",organizationalUnit,"OU=Ankara,OU=Makineler,DC=HAKAN,DC=LOCAL",4,20221021184309.0Z,20221021184309.0Z,,28731,,28731,Ankara,X'e5d1f807eb45074ab3056c53a6b36eca',,,,,,,,,,,,,,,,,,,,,,,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,16010101000000.0Z,,,,,,,,,,,,,,,Ankara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OU=Server,OU=Ankara,OU=Makineler,DC=HAKAN,DC=LOCAL",organizationalUnit,"OU=Server,OU=Ankara,OU=Makineler,DC=HAKAN,DC=LOCAL",4,20221021184310.0Z,20221021184310.0Z,,28732,,28732,Server,X'5cfed8dd48ad7347bccc5a2c789fa33b',,,,,,,,,,,,,,,,,,,,,,,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,16010101000000.0Z,,,,,,,,,,,,,,,Server,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OU=Client,OU=Ankara,OU=Makineler,DC=HAKAN,DC=LOCAL",organizationalUnit,"OU=Client,OU=Ankara,OU=Makineler,DC=HAKAN,DC=LOCAL",4,20221021184310.0Z,20221021184310.0Z,,28733,,28733,Client,X'a80899aa90f68b4987d4c39aff86d54c',,,,,,,,,,,,,,,,,,,,,,,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,16010101000000.0Z,,,,,,,,,,,,,,,Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OU=Istanbul,OU=Makineler,DC=HAKAN,DC=LOCAL",organizationalUnit,"OU=Istanbul,OU=Makineler,DC=HAKAN,DC=LOCAL",4,20221021184310.0Z,20221021184310.0Z,,28734,,28734,Istanbul,X'8b6f52b6edf70747ac4d5f56dab49a39',,,,,,,,,,,,,,,,,,,,,,,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,16010101000000.0Z,,,,,,,,,,,,,,,Istanbul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OU=Server,OU=Istanbul,OU=Makineler,DC=HAKAN,DC=LOCAL",organizationalUnit,"OU=Server,OU=Istanbul,OU=Makineler,DC=HAKAN,DC=LOCAL",4,20221021184310.0Z,20221021184310.0Z,,28735,,28735,Server,X'1f455128f6436c4a8c7ade98e2a94cbc',,,,,,,,,,,,,,,,,,,,,,,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,16010101000000.0Z,,,,,,,,,,,,,,,Server,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OU=Client,OU=Istanbul,OU=Makineler,DC=HAKAN,DC=LOCAL",organizationalUnit,"OU=Client,OU=Istanbul,OU=Makineler,DC=HAKAN,DC=LOCAL",4,20221021184316.0Z,20221021184316.0Z,,28736,,28736,Client,X'25bc22d84ee13b45bffd00fa274efb1c',,,,,,,,,,,,,,,,,,,,,,,"CN=Organizational-Unit,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,16010101000000.0Z,,,,,,,,,,,,,,,Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=IS1,OU=Satis,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",user,"CN=IS1,OU=Satis,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",4,20221022173311.0Z,20221022173311.0Z,,33087,,33091,IS1,X'1269595ae582d746a2098c599f213565',,,,,,,,,,,,,X'0105000000000005150000005c675768c2a54f4a5ee931f77a040000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,16010101000000.0Z,,,,,,,,,,,,IS1,,,,,IS 1,,,,,,,,,,,,,,,,,,"CN=ISGP,OU=Satis,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",512,0,0,0,0,0,0,,133109335919801240,513,,9223372036854775807,0,IS.1,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,ISTANBUL,05556672802,is,Satis,is.1@HAKAN.local,is.1@HAKAN.local
"CN=IS2,OU=Satis,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",user,"CN=IS2,OU=Satis,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",4,20221022173312.0Z,20221022173312.0Z,,33093,,33097,IS2,X'2c336d76f1c0ee4eabf64b744d7bac5c',,,,,,,,,,,,,X'0105000000000005150000005c675768c2a54f4a5ee931f77b040000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,16010101000000.0Z,,,,,,,,,,,,IS2,,,,,IS 2,,,,,,,,,,,,,,,,,,"CN=ISGP,OU=Satis,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",512,0,0,0,0,0,0,,133109335922627697,513,,9223372036854775807,0,IS.2,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ISTANBUL,05556672802,is,Satis,is.2@HAKAN.local,is.2@HAKAN.local
"CN=IS3,OU=Satis,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",user,"CN=IS3,OU=Satis,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",4,20221022173312.0Z,20221022173312.0Z,,33099,,33103,IS3,X'42f5187e8a09b84d9ab75575e36aa3d7',,,,,,,,,,,,,X'0105000000000005150000005c675768c2a54f4a5ee931f77c040000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,16010101000000.0Z,,,,,,,,,,,,IS3,,,,,IS 3,,,,,,,,,,,,,,,,,,"CN=ISGP,OU=Satis,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",512,0,0,0,0,0,0,,133109335925415125,513,,9223372036854775807,0,IS.3,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,ISTANBUL,05556672802,is,Satis,is.3@HAKAN.local,is.1@HAKAN.local
"CN=IS4,OU=Satis,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",user,"CN=IS4,OU=Satis,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",4,20221022173312.0Z,20221022173312.0Z,,33105,,33109,IS4,X'd2adac3c6348024d90872861dd2a89cc',,,,,,,,,,,,,X'0105000000000005150000005c675768c2a54f4a5ee931f77d040000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,16010101000000.0Z,,,,,,,,,,,,IS4,,,,,IS 4,,,,,,,,,,,,,,,,,,"CN=ISGP,OU=Satis,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",512,0,0,0,0,0,0,,133109335928238012,513,,9223372036854775807,0,IS.4,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,ISTANBUL,05556672802,is,Satis,is.4@HAKAN.local,is.1@HAKAN.local
"CN=ISGP,OU=Satis,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",group,"CN=ISGP,OU=Satis,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",4,20221022173313.0Z,20221022173313.0Z,,33111,,33118,ISGP,X'30e2f03491f7a240b83695276ca5b11c',,,,,,,,,,,,,X'0105000000000005150000005c675768c2a54f4a5ee931f77e040000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,16010101000000.0Z,,,,,,,,,,,,ISGP,ISGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISGP,536870913,,4,"CN=IS4,OU=Satis,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL;CN=IS3,OU=Satis,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL;CN=IS2,OU=Satis,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL;CN=IS1,OU=Satis,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=IF1,OU=Finans,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",user,"CN=IF1,OU=Finans,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",4,20221022173313.0Z,20221022173313.0Z,,33121,,33125,IF1,X'5f745601e1a718408cdd11474ad4c284',,,,,,,,,,,,,X'0105000000000005150000005c675768c2a54f4a5ee931f77f040000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,16010101000000.0Z,,,,,,,,,,,,IF1,,,,,IF 1,,,,,,,,,,,,,,,,,,"CN=IFGP,OU=Finans,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",512,0,0,0,0,0,0,,133109335937633140,513,,9223372036854775807,0,IF.1,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,ISTANBUL,05556672802,if,Finans,if.1@HAKAN.local,if.1@HAKAN.local
"CN=IF2,OU=Finans,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",user,"CN=IF2,OU=Finans,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",4,20221022173314.0Z,20221022173314.0Z,,33127,,33131,IF2,X'13ec4dcf6b509d4bb319cec69ddafa4e',,,,,,,,,,,,,X'0105000000000005150000005c675768c2a54f4a5ee931f780040000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,16010101000000.0Z,,,,,,,,,,,,IF2,,,,,IF 2,,,,,,,,,,,,,,,,,,"CN=IFGP,OU=Finans,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",512,0,0,0,0,0,0,,133109335940361604,513,,9223372036854775807,0,IF.2,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ISTANBUL,05556672802,if,Finans,if.2@HAKAN.local,if.2@HAKAN.local
"CN=IF3,OU=Finans,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",user,"CN=IF3,OU=Finans,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",4,20221022173314.0Z,20221022173314.0Z,,33133,,33137,IF3,X'70243190b350fb4b9fe0425e59edb97a',,,,,,,,,,,,,X'0105000000000005150000005c675768c2a54f4a5ee931f781040000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,16010101000000.0Z,,,,,,,,,,,,IF3,,,,,IF 3,,,,,,,,,,,,,,,,,,"CN=IFGP,OU=Finans,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",512,0,0,0,0,0,0,,133109335943139809,513,,9223372036854775807,0,IF.3,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,ISTANBUL,05556672802,if,Finans,if.3@HAKAN.local,if.3@HAKAN.local
"CN=IF4,OU=Finans,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",user,"CN=IF4,OU=Finans,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",4,20221022173314.0Z,20221022173314.0Z,,33139,,33143,IF4,X'0228dab395cec64b9428382f8cd41b02',,,,,,,,,,,,,X'0105000000000005150000005c675768c2a54f4a5ee931f782040000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,16010101000000.0Z,,,,,,,,,,,,IF4,,,,,IF 4,,,,,,,,,,,,,,,,,,"CN=IFGP,OU=Finans,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",512,0,0,0,0,0,0,,133109335945973514,513,,9223372036854775807,0,IF.4,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,ISTANBUL,05556672802,if,Finans,if.4@HAKAN.local,if.4@HAKAN.local
"CN=IFGP,OU=Finans,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",group,"CN=IFGP,OU=Finans,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",4,20221022173314.0Z,20221022173315.0Z,,33145,,33152,IFGP,X'5f516218a8b69443b7d7c95603adec1b',,,,,,,,,,,,,X'0105000000000005150000005c675768c2a54f4a5ee931f783040000',,,,,,,,,,"CN=Group,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,16010101000000.0Z,,,,,,,,,,,,IFGP,IFGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IFGP,536870913,,4,"CN=IF4,OU=Finans,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL;CN=IF3,OU=Finans,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL;CN=IF2,OU=Finans,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL;CN=IF1,OU=Finans,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CN=IM1,OU=Muhasebe,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",user,"CN=IM1,OU=Muhasebe,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",4,20221022173315.0Z,20221022173315.0Z,,33155,,33159,IM1,X'04b7a6946e4c7148b7daafaba61981aa',,,,,,,,,,,,,X'0105000000000005150000005c675768c2a54f4a5ee931f784040000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,16010101000000.0Z,,,,,,,,,,,,IM1,,,,,IM 1,,,,,,,,,,,,,,,,,,"CN=IMGP,OU=Muhasebe,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",512,0,0,0,0,0,0,,133109335955308097,513,,9223372036854775807,0,IM.1,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,ISTANBUL,05556672802,im,Muhasebe,im.1@HAKAN.local,im.1@HAKAN.local
"CN=IM2,OU=Muhasebe,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",user,"CN=IM2,OU=Muhasebe,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",4,20221022173315.0Z,20221022173315.0Z,,33161,,33165,IM2,X'de7490ee7a126a4bbd15242833d1df00',,,,,,,,,,,,,X'0105000000000005150000005c675768c2a54f4a5ee931f785040000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,16010101000000.0Z,,,,,,,,,,,,IM2,,,,,IM 2,,,,,,,,,,,,,,,,,,"CN=IMGP,OU=Muhasebe,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",512,0,0,0,0,0,0,,133109335958086548,513,,9223372036854775807,0,IM.2,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ISTANBUL,05556672802,im,Muhasebe,im.2@HAKAN.local,im.2@HAKAN.local
"CN=IM3,OU=Muhasebe,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",user,"CN=IM3,OU=Muhasebe,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",4,20221022173316.0Z,20221022173316.0Z,,33167,,33171,IM3,X'145404bdfac39d48987b197be889a1fe',,,,,,,,,,,,,X'0105000000000005150000005c675768c2a54f4a5ee931f786040000',,,,,,,,,,"CN=Person,CN=Schema,CN=Configuration,DC=HAKAN,DC=LOCAL",,,16010101000000.0Z,,,,,,,,,,,,IM3,,,,,IM 3,,,,,,,,,,,,,,,,,,"CN=IMGP,OU=Muhasebe,OU=Istanbul,OU=Kullanicilar,DC=HAKAN,DC=LOCAL",512,0,0,0,0,0,0,,133109335960914915,513,,9223372036854775807,0,IM.3,805306368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,ISTANBUL,05556672802,im,Muhasebe,im.3@HAKAN.local,im.3@HAKAN.local
